네이버_수집일시,네이버_단지명,네이버_단지코드,네이버_시도,네이버_시군구,네이버_읍면동,네이버_공급면적,네이버_매매가,네이버_매매가_숫자,네이버_층정보,네이버_방향,네이버_상세정보,네이버_부동산사무소,네이버_확인일자,네이버_매물순번,KB_수집일시,KB_단지명,KB_주소,KB_공급면적,KB_하위평균,KB_일반평균,KB_상위평균,KB_부동산사무소,KB_전화번호,가격차이_만원,가격차이_비율,정규화단지명,공급면적_숫자
2025-07-13 07:15:39,두산위브트레지움 101동,102142,서울시,동작구,사당동,153/116,18억,180018.0,1/28층,남향,"153/116m², 1/28층, 남향",아실 제공,25.07.12,22,2025-07-02 05:39:23,두산위브트레지움,서울특별시 동작구 사당동 1131,153.69/116.61,180500.0,190000.0,199000.0,윤지공인,02-3482-8986,482.0,0.27,두산위브트레지움,153
2025-07-13 07:15:39,두산위브트레지움 101동,102142,서울시,동작구,사당동,153/116,18억,180018.0,1/28층,남향,"153/116m², 1/28층, 남향",아실 제공,25.07.12,18,2025-07-02 05:39:23,두산위브트레지움,서울특별시 동작구 사당동 1131,153.69/116.61,180500.0,190000.0,199000.0,윤지공인,02-3482-8986,482.0,0.27,두산위브트레지움,153
2025-07-13 07:15:39,두산위브트레지움 101동,102142,서울시,동작구,사당동,153/116,18억,180018.0,1/28층,남향,"153/116m², 1/28층, 남향",한국공인중개사협회 제공,,206,2025-07-02 05:39:23,두산위브트레지움,서울특별시 동작구 사당동 1131,153.69/116.61,180500.0,190000.0,199000.0,윤지공인,02-3482-8986,482.0,0.27,두산위브트레지움,153
2025-07-13 07:15:39,두산위브트레지움 101동,102142,서울시,동작구,사당동,153/116,18억,180018.0,1/28층,남향,"153/116m², 1/28층, 남향",매경부동산 제공,25.07.12,49,2025-07-02 05:39:23,두산위브트레지움,서울특별시 동작구 사당동 1131,153.69/116.61,180500.0,190000.0,199000.0,윤지공인,02-3482-8986,482.0,0.27,두산위브트레지움,153
2025-07-13 07:15:39,두산위브트레지움 101동,102142,서울시,동작구,사당동,153/116,18억,180018.0,1/28층,남향,"153/116m², 1/28층, 남향",부동산써브 제공,25.07.11,69,2025-07-02 05:39:23,두산위브트레지움,서울특별시 동작구 사당동 1131,153.69/116.61,180500.0,190000.0,199000.0,윤지공인,02-3482-8986,482.0,0.27,두산위브트레지움,153
2025-07-13 07:15:39,두산위브트레지움 101동,102142,서울시,동작구,사당동,153/116,18억,180018.0,1/28층,남서향,"153/116m², 1/28층, 남서향",아실 제공,25.07.11,72,2025-07-02 05:39:23,두산위브트레지움,서울특별시 동작구 사당동 1131,153.69/116.61,180500.0,190000.0,199000.0,윤지공인,02-3482-8986,482.0,0.27,두산위브트레지움,153
2025-07-13 07:15:39,두산위브트레지움 101동,102142,서울시,동작구,사당동,153/116,18억,180018.0,1/28층,남향,"153/116m², 1/28층, 남향",매경부동산 제공,25.07.11,85,2025-07-02 05:39:23,두산위브트레지움,서울특별시 동작구 사당동 1131,153.69/116.61,180500.0,190000.0,199000.0,윤지공인,02-3482-8986,482.0,0.27,두산위브트레지움,153
2025-07-13 07:15:39,두산위브트레지움 101동,102142,서울시,동작구,사당동,153/116,18억,180018.0,1/28층,남향,"153/116m², 1/28층, 남향",아실 제공,25.07.11,89,2025-07-02 05:39:23,두산위브트레지움,서울특별시 동작구 사당동 1131,153.69/116.61,180500.0,190000.0,199000.0,윤지공인,02-3482-8986,482.0,0.27,두산위브트레지움,153
2025-07-13 07:15:39,두산위브트레지움 101동,102142,서울시,동작구,사당동,153/116,18억,180018.0,1/28층,남향,"153/116m², 1/28층, 남향",매경부동산 제공,25.07.10,98,2025-07-02 05:39:23,두산위브트레지움,서울특별시 동작구 사당동 1131,153.69/116.61,180500.0,190000.0,199000.0,윤지공인,02-3482-8986,482.0,0.27,두산위브트레지움,153
2025-07-13 07:15:39,두산위브트레지움 101동,102142,서울시,동작구,사당동,153/116,18억,180018.0,1/28층,남향,"153/116m², 1/28층, 남향",부동산써브 제공,25.07.10,108,2025-07-02 05:39:23,두산위브트레지움,서울특별시 동작구 사당동 1131,153.69/116.61,180500.0,190000.0,199000.0,윤지공인,02-3482-8986,482.0,0.27,두산위브트레지움,153
2025-07-13 07:15:39,두산위브트레지움 101동,102142,서울시,동작구,사당동,153/116,18억,180018.0,1/28층,남서향,"153/116m², 1/28층, 남서향",부동산써브 제공,25.07.10,116,2025-07-02 05:39:23,두산위브트레지움,서울특별시 동작구 사당동 1131,153.69/116.61,180500.0,190000.0,199000.0,윤지공인,02-3482-8986,482.0,0.27,두산위브트레지움,153
